id,lesson_id,term,meaning,pronunciation,word_class,example_sentence,vietnamese_term,vietnamese_meaning,english_headword_id,vietnamese_headword_id,is_common,created_at,updated_at
28fb7bc9-5346-439d-a21f-7eed753edbb9,a6f9ef68-d647-4df6-9121-19ec9c0fee72,How are,Ask health,ˌhaʊ ɑr,phrase,How are today?,Khỏe không,Hỏi sức khỏe,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
28fcf223-50fc-4041-8861-6c547fcfcc0f,1e983eef-be0a-4a27-abd9-c548efdf1633,Uncle,Parent brother,ˈʌŋ.kəl,noun,Uncle visits every week.,Chú bác,Anh em bố mẹ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
292374f7-8b2d-4e9f-8367-af187fe90afe,3bbde304-12b8-40b2-a620-510efc4a776f,Four,Number 4,fɔr,number,I have four books.,Bốn,Số 4,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
29240f6a-d933-4af8-8ec1-ddc5c51ef268,dd29c719-2106-4c8b-b503-aa3173b0b0df,Daughter,Female child,ˈdɔ.tɚ,noun,She has daughters.,Con gái,Đứa con nữ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
297777bc-3cec-463e-b51c-c899d28a0cd4,306cd435-7556-4ca6-b508-0a5dfdec7100,Thousand,Number 1000,ˈθaʊ.zənd,number,One thousand people.,Nghìn,Số 1000,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
29a5c771-425d-4a5b-a0c3-c9c681b83616,501a150d-fbe9-48ce-be53-52a6f1aeb3ff,Tired,Feeling exhaustion,ˈtaɪɚd,adjective,I tired after work.,Mệt,Cảm giác mỏi,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
29c4ad8f-488c-49ce-b648-9409502b00a2,d0d60af4-a86f-4442-a1a0-892d2a5cdbd3,Logic,Reasoning system,ˈlɑdʒ.ɪk,noun,Logic basis philosophy.,Lôgic,Hệ thống,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
29c59175-d271-44ad-8124-a1ce010b45e2,6099eea9-f4d6-4738-9662-d01b6f6f2a12,subject,topic of study,/subject/,danh từ,subject example,subject,Một khái niệm liên quan đến school,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
29d03d4a-e68e-4083-823f-e027d007fdcc,967cb953-d9f0-413d-9444-c2de97d17102,Oxymoron,Contradictory words,ɑkˈsɪ.mɔr.ɑn,noun,Silence is oxymoron.,Mâu thuẫn,Từ mâu thuẫn,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
29d0d8f5-1bf7-42da-8ab6-60a594901332,501a150d-fbe9-48ce-be53-52a6f1aeb3ff,Confused,Feeling bewilderment,kənˈfjuzd,adjective,Confused instructions.,Bối rối,Cảm giác bối,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2a09df3c-d43c-4845-b832-cbfbebbfcf0e,48adeeb4-ea05-4c89-95d1-7c278e83dedb,Existence,State being,ɪɡˈzɪs.təns,noun,Existence God debated.,Tồn tại,Trạng thái hiện,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2a152b6d-c9fd-4dfc-8f8d-0649c6688a3a,d5b49957-9ff7-450f-ae5b-da190b021f76,Goodbye,Farewell,ˌɡʊdˈbaɪ,interjection,"Goodbye, see you.",Tạm biệt,Lời tạm biệt,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2a3a7d6a-2626-40a3-a7c8-49683fc58094,3ee29751-c03a-4df1-b428-51e2797aba31,Nihilism,Nothing meaning belief,ˈnaɪ.ə.lɪz.əm,noun,Nihilism values denies.,Vô chủ nghĩa,Niềm tin,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2a3da2d2-7d0d-40f4-af57-0198e746a00a,dd29c719-2106-4c8b-b503-aa3173b0b0df,Son,Male child,sʌn,noun,He has son.,Con trai,Đứa con nam,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2a3f8605-31a4-455e-81bc-4fd172684603,e62729fd-2c68-41d8-8dea-aec377434133,Dialectic,Argument method,daɪˈælɛk.tɪk,noun,Hegel dialectic used.,Biện luận,Phương pháp,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2a431a6e-3d3a-4b8f-be3d-cd3a9a9114ff,0ceda941-9b55-403f-abf7-fb080315789d,december,the twelfth month of the year; last month of year,dɪˈsembər,danh từ,December ends year,tháng mười hai,Tháng thứ mười hai của năm; tháng cuối năm,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
2a4a74ab-2172-4eaa-9f1c-977d065fd8df,1e983eef-be0a-4a27-abd9-c548efdf1633,Daughter,Female child,ˈdɔ.tɚ,noun,She has daughters.,Con gái,Đứa con nữ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2a64f476-7a20-4331-8695-29a6d283957b,3ea443f8-3295-449b-9410-9f7a9062bdb4,Aunt,Parent sister,ænt,noun,Aunt bakes cakes.,Cô dì,Chị em bố mẹ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2a7f36ca-c024-4acb-9adf-78106b43ace6,644fe377-999e-4856-ae36-3bbea5352c69,Sister,Female sibling,ˈsɪs.tɚ,noun,My sister likes reading.,Chị em gái,Chị em gái,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2a9a9ccf-f3e1-4c9e-8243-885ebc330916,d0d60af4-a86f-4442-a1a0-892d2a5cdbd3,Ontology,Existence study,ɑnˈtɑl.ə.dʒi,noun,Ontology explores reality.,Bản thể luận,Sự tồn tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2aa7f940-8d8a-4254-a503-1bd324732180,205b1709-dae5-421b-b2ec-7bfd6528a0ea,Good afternoon,Afternoon greeting,ˌɡʊd ˌæf.tɚˈnun,phrase,Good afternoon!,Chào chiều,Lời chào chiều,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2b080faf-4a9e-4165-b25e-6d3de4cf5d5f,95ad0b6d-ecef-4e64-9d00-1f9a355214bb,Happy,Feeling joy,ˈhæp.i,adjective,I am happy today.,Vui,Cảm giác vui,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2b1c70ca-da89-4ecc-b4dc-bcf490057c54,819c177f-eeaa-482b-9a10-e90cca890e76,Proud,Feeling pride,praʊd,adjective,I proud you.,Tự hào,Cảm giác hạnh,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2b29b66d-5ddd-475c-bbcd-44da8b435e59,d57a850d-30c0-4988-a53f-fc9638884178,Existentialism,Existence philosophy,ˌɛɡ.zɪˈstɛn.ʃə.lɪz.əm,noun,Existentialism freedom.,Hiện sinh chủ,Triết học,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2b325026-5554-4ec7-91d5-859550a97da9,861b28e6-a21c-4b16-8250-0228c87f55b4,Nine,Number 9,naɪn,number,I have nine flowers.,Chín,Số 9,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2b408a83-f27f-4d62-91e6-0045f19ccb8a,805d2653-cac0-438b-953b-cb1f832c4321,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2b828530-9f0d-460c-aa1f-fcabc760c1f4,2f78ac95-e536-4cc1-bd0e-e350497283ee,Son,Male child,sʌn,noun,He has son.,Con trai,Đứa con nam,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2b990e7c-443c-4671-8058-e14588aed855,aa794f3a-f98a-43df-8271-67b923f0f383,Happy,Feeling joy,ˈhæp.i,adjective,I am happy today.,Vui,Cảm giác vui,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2bab501c-f31e-4cb6-8517-bf6a5bda61a9,23517e96-f9dd-4318-8b61-083c140556f8,Virtue,Moral quality,ˈvɝ.tʃu,noun,Virtue happiness path.,Đức hạnh,Phẩm chất,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2bc69529-405a-496a-9d2e-04d300d7b009,b317a1e7-1993-43b0-bb4d-84738612837c,Existentialism,Existence philosophy,ˌɛɡ.zɪˈstɛn.ʃə.lɪz.əm,noun,Existentialism freedom.,Hiện sinh chủ,Triết học,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2bd62ff3-0dd7-46ea-9028-d6907cfdfd2a,c326f285-fc07-4764-a284-b7222d917173,Wife,Married woman,waɪf,noun,His wife is teacher.,Vợ,Người phụ nữ kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2bece6bb-fa3a-4b8e-ac4f-62ea5fb1b568,644fe377-999e-4856-ae36-3bbea5352c69,Daughter,Female child,ˈdɔ.tɚ,noun,She has daughters.,Con gái,Đứa con nữ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2c324e51-a022-41f5-b6f8-8df01dc63749,923f19cb-bd8c-4b71-b762-0f409c965762,Virtue,Moral quality,ˈvɝ.tʃu,noun,Virtue happiness path.,Đức hạnh,Phẩm chất,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2c3c60ed-1e50-410c-be3b-fe1445c656a6,b07f3d0e-a184-4cd0-937d-4f3cbd063d36,Welcome,Greet visitor,ˈwɛl.kəm,interjection,Welcome home!,Chào mừng,Lời chào mừng,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2c525989-efcf-42d8-95ee-aa1c2e9526fd,e1c6a531-951b-49e8-a205-ed0b9486f723,Ethics,Moral principles,ˈɛθ.ɪks,noun,Ethics guide decisions.,Đạo đức,Nguyên tắc,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2c573a1e-d5fd-4727-b44b-a64f1621aaa2,9746df2b-8bde-432c-ab17-aac73f51c1f6,surfing,riding waves on board,/surfing/,danh từ,surfing example,surfing,Một khái niệm liên quan đến sports,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
2c632f02-241e-4025-ab23-f0fe98665807,0ceda941-9b55-403f-abf7-fb080315789d,weekend,Saturday and Sunday; days of rest,ˈwiːkend,danh từ,I stay home on weekend,cuối tuần,Thứ bảy và Chủ nhật; những ngày nghỉ,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
2c8bb0c7-7984-4565-88df-54cf0765751e,370abe73-2ce6-40b0-b3ef-82d8f9857e1f,Existence,State being,ɪɡˈzɪs.təns,noun,Existence God debated.,Tồn tại,Trạng thái hiện,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2cffc31f-a5dd-47f9-ba0d-d8c658026b70,967cb953-d9f0-413d-9444-c2de97d17102,Fiction,Imaginary literature,ˈfɪk.ʃən,noun,Science fiction explores.,Tiểu thuyết,Văn học tưởng tượng,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2d11faa0-5b48-4e32-9176-9a70ab26f1ad,169b29f8-cd25-4fd5-9e0c-bcf9fdd56b6a,Welcome,Greet visitor,ˈwɛl.kəm,interjection,Welcome home!,Chào mừng,Lời chào mừng,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2d14d1e0-2d65-49e6-80d5-450a409c1102,f2546e9a-13dd-460f-97a6-4a9d4903e6be,Worried,Feeling anxiety,ˈwɝ.id,adjective,Worried exam.,Lo lắng,Cảm giác lo,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2d291fb7-589c-424e-824d-3e79ddb63e9f,3762124f-a01f-42b4-a821-e14298c128dc,Eight,Number 8,eɪt,number,I have eight pens.,Tám,Số 8,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2d314c38-a76c-407e-8baa-2a8384be58eb,cdf5e6d8-efec-4421-8c70-814cd0fff4e7,card,payment or credit device,/card/,danh từ,card example,card,Một khái niệm liên quan đến finance,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
2da2e7db-d3aa-4df5-89b8-418bfd19cce8,68cc7887-5460-44f9-a583-9dbf0e95b24d,Logic,Reasoning system,ˈlɑdʒ.ɪk,noun,Logic basis philosophy.,Lôgic,Hệ thống,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2dc77fda-6ed8-4b86-8c5c-057494c2592e,ef83ea3c-996c-4048-8968-7237e72a6e5d,Husband,Married man,ˈhʌz.bənd,noun,Her husband is doctor.,Chồng,Người đàn ông kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2dcd0a43-5cc8-407a-8e63-ea08691993b6,efe6a928-8995-47cc-8e83-458a37872a80,Grandmother,Mother of parent,ˈɡræn.ˌmʌð.ɚ,noun,Grandmother tells stories.,Bà,"Ngoại, nội",,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2df1239c-b151-4661-976c-c9287c37740a,dd56df6c-e0c0-44a9-b706-28b5106b1978,Nihilism,Nothing meaning belief,ˈnaɪ.ə.lɪz.əm,noun,Nihilism values denies.,Vô chủ nghĩa,Niềm tin,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2e60dabd-9fce-4310-8816-59faf3c92b96,bced27c8-2c20-4107-bf2d-2dfe46687373,Baby,Young child,ˈbeɪ.bi,noun,Baby is sleeping.,Em bé,Trẻ sơ sinh,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2ecafd18-d0f2-4048-b416-e287e3866f69,d5b49957-9ff7-450f-ae5b-da190b021f76,Please,Polite request,pliz,adverb,Please pass salt.,Vui lòng,Yêu cầu lịch sự,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2ecf638d-9441-4bb2-b3f0-0881c9a4c473,b317a1e7-1993-43b0-bb4d-84738612837c,Ethics,Moral principles,ˈɛθ.ɪks,noun,Ethics guide decisions.,Đạo đức,Nguyên tắc,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2ef0bbf6-2baa-4fdb-9789-b8b749a1d37e,f5e165ea-d9f9-45d5-90d3-2acf41ea2d21,five,the number 5; five fingers on hand,faɪv,danh từ,I have five fingers,số năm,Số 5; năm ngón tay trên tay,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
2f0a74d5-cf09-4dbe-b649-fa2d4e9acde1,a844c983-7824-498a-811d-ed90b6d6f9e1,card,payment device,/card/,danh từ,card example,card,Một khái niệm liên quan đến shopping,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
2f27d74b-827f-4969-a9ed-e98c51ed2be1,9c08d2d5-ab12-4b90-9273-35e16928fd20,Wife,Married woman,waɪf,noun,His wife is teacher.,Vợ,Người phụ nữ kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2f3a1312-98b1-4f68-b828-b5462d72c546,306cd435-7556-4ca6-b508-0a5dfdec7100,Eight,Number 8,eɪt,number,I have eight pens.,Tám,Số 8,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2f3d5715-a50d-4bd6-8fe3-4ddc8241999b,faf4d62d-4fb0-4373-8fd4-3a5360963de1,Worried,Feeling anxiety,ˈwɝ.id,adjective,Worried exam.,Lo lắng,Cảm giác lo,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2f95fa8e-4bb6-4b22-9f42-b21628d503d1,861b28e6-a21c-4b16-8250-0228c87f55b4,Hundred,Number 100,ˈhʌn.drəd,number,One hundred students.,Trăm,Số 100,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2fa39c15-43f2-4147-82b0-0a6dbf30035e,67df2b1f-aa96-48db-b64d-0d889f000e9a,Relaxed,Feeling calmness,rɪˈlækst,adjective,Relaxed home.,Thư thái,Cảm giác calm,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
2fa6a904-4f33-489c-b0c0-ba63c2af3142,5ff5c9d7-f265-4925-88c7-c44b7ae1e531,arm,limb with hand,ɑːrm,danh từ,Strong arms,cánh tay,chi với tay,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
307aa7e9-3785-47b1-b72e-337141159d29,eb6906e7-a8e8-4b94-9da9-59a659e92fda,rainy,with rain falling from clouds,ˈreɪni,danh từ,Rainy days are wet,mưa,mưa rơi từ mây,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
30999bb9-4d0c-44ea-ab68-725f45578c5f,88443e68-aebe-44f0-800c-c17266b21ff9,Relaxed,Feeling calmness,rɪˈlækst,adjective,Relaxed home.,Thư thái,Cảm giác calm,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
30bac4f3-f31e-4cc2-9609-5f52d95f00ca,b317a1e7-1993-43b0-bb4d-84738612837c,Aesthetics,Beauty study,ɛsˈθɛt.ɪks,noun,Aesthetics beauty.,Thẩm mỹ,Nghiên cứu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
314dca40-d640-41ad-8d6c-827fc9d000cc,aa794f3a-f98a-43df-8271-67b923f0f383,Tired,Feeling exhaustion,ˈtaɪɚd,adjective,I tired after work.,Mệt,Cảm giác mỏi,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
31521021-b31e-4e57-bcec-9364e80deee5,79c47bf8-ccad-4d92-807d-c7cdafd034c0,Jealous,Feeling envy,ˈdʒɛl.əs,adjective,Jealous sister.,Ghen tị,Cảm giác ghen,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
3152b7c1-983e-48ce-b73a-94b18ee345ac,59baddf7-e856-4276-9fab-c2cbd73c8911,Lonely,Feeling isolation,ˈloʊn.li,adjective,She lonely sometimes.,Cô đơn,Cảm giác cô,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
3171d682-fcaf-41b6-94f0-350441b030ff,8f558c2d-9555-4f2e-a822-5c74891ffe67,And you,Return greeting,ən juː,phrase,And you yourself?,Còn bạn,Trả lời chào,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
319e01cb-5f94-4485-afbb-1793d3700a7c,3ee29751-c03a-4df1-b428-51e2797aba31,Stoicism,Virtue philosophy,ˈstoʊ.ɪ.sɪz.əm,noun,Stoicism teaches acceptance.,Khắc kỷ,Triết học,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
31c0f84b-93ff-4f34-80a2-d97874dd35ba,4e41fc79-f556-476c-b28f-f579df42a2ba,Hello,Polite greeting,həˈloʊ,interjection,"Hello, how are you?",Xin chào,Cách chào hỏi,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
31cfa57f-f7cc-4ce1-a1ce-8b6b3803ed31,89da3255-c13a-4384-9292-e7a67b866ee0,Ethics,Moral principles,ˈɛθ.ɪks,noun,Ethics guide decisions.,Đạo đức,Nguyên tắc,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
31ec0212-3d3d-4f5a-be57-c89e34a95199,f2546e9a-13dd-460f-97a6-4a9d4903e6be,Tired,Feeling exhaustion,ˈtaɪɚd,adjective,I tired after work.,Mệt,Cảm giác mỏi,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
31f66f80-3452-47ad-b831-a7632790fc6a,ce34e158-9a8f-400a-a082-d921b3afdb61,Nine,Number 9,naɪn,number,I have nine flowers.,Chín,Số 9,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
3212ad57-8d88-4457-ad8f-26017eadb6ea,e1c6a531-951b-49e8-a205-ed0b9486f723,Nihilism,Nothing meaning belief,ˈnaɪ.ə.lɪz.əm,noun,Nihilism values denies.,Vô chủ nghĩa,Niềm tin,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
322cac97-7bbd-418e-83ba-bb2837e21ffb,f19c0271-02f0-46de-b01d-d124844bd385,Husband,Married man,ˈhʌz.bənd,noun,Her husband is doctor.,Chồng,Người đàn ông kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
323eee17-8ebe-458b-9c3c-ad3dfaa33af1,ac13c7e8-492c-46d1-b46e-755272c6d9d6,Dialectic,Argument method,daɪˈælɛk.tɪk,noun,Hegel dialectic used.,Biện luận,Phương pháp,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
324bc186-a6e1-493e-8976-932fc240251b,f5963936-9e64-4d38-bd67-8490e7b3a302,Baby,Young child,ˈbeɪ.bi,noun,Baby is sleeping.,Em bé,Trẻ sơ sinh,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
324bcf5c-3a6b-4879-a9fa-5f3f9703ee5b,faf4d62d-4fb0-4373-8fd4-3a5360963de1,Jealous,Feeling envy,ˈdʒɛl.əs,adjective,Jealous sister.,Ghen tị,Cảm giác ghen,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
325eed8f-79f9-4912-8413-363092a3c8a1,859a1e12-e633-40e5-b4e2-b7e9dfd2a7d7,black,the darkest color; the absence of light or color,blæk,danh từ,Black cats are cute,màu đen,Màu tối nhất; sự vắng mặt của ánh sáng hoặc màu sắc,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
327b6505-cff0-41cf-8da9-a178077f74e3,cf8c05bc-3687-4329-be42-38da0c0125ca,Ontology,Existence study,ɑnˈtɑl.ə.dʒi,noun,Ontology explores reality.,Bản thể luận,Sự tồn tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
328e12c3-9aea-4748-8291-3d2b5a2f2f13,bdace7d5-30a7-49fe-a09e-ea0657efb79d,banana,a long yellow fruit; soft tropical fruit,bəˈnænə,danh từ,Banana is yellow,chuối,Một quả dài màu vàng; quả nhiệt đới mềm,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
32947e27-1c58-4bf4-a343-4a181af0be04,4e41fc79-f556-476c-b28f-f579df42a2ba,Welcome,Greet visitor,ˈwɛl.kəm,interjection,Welcome home!,Chào mừng,Lời chào mừng,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
32d966c3-0512-44b7-bfe7-8ae441975657,1a91724d-2d99-4c3f-a140-ea1e6c617aeb,Twelve,Number 12,twɛlv,number,Twelve months here.,Mười hai,Số 12,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
32f8c657-a28e-42b5-aac0-325713c79f88,0f7467d0-de49-4732-a5eb-3d62ebbb0bf2,bird,an animal with feathers and wings that can fly,bɜːrd,danh từ,Birds sing beautifully,chim,Một con vật có lông và cánh có thể bay,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
32ffa287-45c4-4d21-8c05-07d7fdc97f12,ad3e6677-2586-40ff-bd67-b5e6acd96ad7,Angry,Feeling rage,ˈæŋ.ɡri,adjective,She is angry us.,Tức giận,Cảm giác giận,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
3326c808-8f1b-4887-b3fa-69d725f77e0d,b4326ceb-0fb7-49f5-aac6-a54bdd1d9163,Existence,State being,ɪɡˈzɪs.təns,noun,Existence God debated.,Tồn tại,Trạng thái hiện,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
332e3821-952a-4912-8557-7eb84d963735,89da3255-c13a-4384-9292-e7a67b866ee0,Virtue,Moral quality,ˈvɝ.tʃu,noun,Virtue happiness path.,Đức hạnh,Phẩm chất,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
335c624e-d7be-484f-a777-c5a9930b3347,d4986ac8-fc5b-4d7c-9960-c7a32512ee69,I am fine,Good response,ˌaɪm ˈfaɪn,phrase,I am fine thanks.,Tôi khỏe,Phản hồi tốt,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
3367861f-64b4-440b-b95d-e93c11ddf5b6,c4423548-9463-45ef-bc70-285c0c8c3ea1,Stoicism,Virtue philosophy,ˈstoʊ.ɪ.sɪz.əm,noun,Stoicism teaches acceptance.,Khắc kỷ,Triết học,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
336aa773-e170-452a-998a-b3d9d8a8a275,f3aaed13-86c6-49be-8f73-c117a646f1ff,Ashamed,Feeling shame,əˈʃeɪmd,adjective,He ashamed behavior.,Xấu hổ,Cảm giác xấu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
336f0ded-dc1f-4731-a659-25d4bb884cdd,ddea0c96-bacc-484f-9d4d-66d741cc51d8,Thank you,Express gratitude,ˈθæŋk juː,phrase,Thank you for help.,Cảm ơn,Tỏ lòng biết ơn,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
3375523f-7851-4a31-a7f5-9eebd0f84878,71802fc1-9c2b-49d9-93ca-0140d294e318,injury,damage to body,/injury/,danh từ,injury example,injury,Một khái niệm liên quan đến health,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
339a5c5a-dcc2-4698-867a-846181a94855,69d16e3e-74ca-45eb-8c06-8cef65b85134,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
33b431f5-9b47-48de-ae68-637e72a56993,cf8c05bc-3687-4329-be42-38da0c0125ca,Logic,Reasoning system,ˈlɑdʒ.ɪk,noun,Logic basis philosophy.,Lôgic,Hệ thống,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
33b687d0-82e0-4f19-b5e9-1b5a5eaaa86a,73f5c5b2-5c82-4434-bcef-a0ad0e5d7de5,Wife,Married woman,waɪf,noun,His wife is teacher.,Vợ,Người phụ nữ kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
33c42114-840a-4055-941f-ca839c43cd78,cf8c05bc-3687-4329-be42-38da0c0125ca,Ethics,Moral principles,ˈɛθ.ɪks,noun,Ethics guide decisions.,Đạo đức,Nguyên tắc,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
33cb2fb4-dd12-43f7-81f1-d6d680bbfa78,c4f69ac2-b089-44ca-a48e-67f1636f0314,aunt,sister of parent or parent's sister-in-law,ænt,danh từ,Aunt is funny,cô/dì/bác,Chị hoặc em người bố hoặc mẹ; người thân nữ,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
340b1dee-c61a-4e8c-bf81-d785d12ec8d2,6099eea9-f4d6-4738-9662-d01b6f6f2a12,pencil,writing instrument with graphite,/pencil/,danh từ,pencil example,pencil,Một khái niệm liên quan đến school,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
3429c47c-c426-4cad-afe6-f837d1e87ca9,faf4d62d-4fb0-4373-8fd4-3a5360963de1,Excited,Feeling enthusiasm,ɪkˈsaɪ.tɪd,adjective,I excited trip.,Phấn khích,Cảm giác hạnh,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
343ed1f3-0649-4f24-a0d8-b89f6936f6b2,12c09afc-e4cd-4cc3-b911-1e5d9e07c387,Relaxed,Feeling calmness,rɪˈlækst,adjective,Relaxed home.,Thư thái,Cảm giác calm,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
34708884-3372-43e5-b68b-b723bd3bc59d,474d17e5-c32b-4585-9bfd-feefa44aa3a8,Epistemology,Knowledge study,ˌɛp.ɪ.stəˈmɑl.ə.dʒi,noun,Epistemology knowledge.,Nhận thức luận,Nghiên cứu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
